题目编号,章节,题目代码,问题,正确答案,选项 A,选项 B,选项 C,选项 D
LY0224,1.7.2,MC1-0228,我国《无线电频率划分规定》划分给业余业务使用的最接近 Ku 波段卫星电视广播频率的频段 10-10.5GHz，属于无线电频谱的下列频段（波段）：,D,甚高频（米波）,极高频（毫米波）,特高频（分米波）,超高频（厘米波）
LY0225,1.7.2,MC1-0229,我国《无线电频率划分规定》划分给业余业务使用的最接近 Ku 波段卫星电视广播频率的频段 10-10.5GHz，属于无线电频谱的下列频段（波段）：,D,VHF,UHF,EHF,SHF
LY0226,1.7.2,MC1-0230,我国《无线电频率划分规定》划分给业余业务使用的最高频段为 241GHz-250GHz，属于无线电频谱的下列频段（波段）：,C,至高频（丝米波或亚毫米波）,特高频（分米波）,极高频（毫米波）,超高频（厘米波）
LY0227,1.7.2,MC1-0231,我国《无线电频率划分规定》划分给业余业务使用的最高频段为 241GHz-250GHz，属于无线电频谱的下列频段（波段）：,B,THF,EHF,UHF,SHF
LY0198,2.1.1,MC1-0232,为在世界范围内划分无线电频率，国际电信联盟《无线电规则》规定了如下区域划分：,A,将世界划分为 3 个区域，中国位于第 3 区,将世界划分为 17 个区域，中国位于第 8 区,将世界划分为 40 个区域，中国位于第 24、25 区,将世界划分为 89 个区域，中国位于第 33、42、43、44、45、50 区
LY0199,2.1.1,MC1-0233,在业余无线电管理实践中，我们常会用到把全球分为 3 个无线电管理区域的划分办法。制定该方法的国际机构及其公布的文件为：,B,国际业余无线电联盟（IARU），《IARU 新闻》,国际电信联盟（ITU），《无线电规则》,美国业余无线电转信联盟（ARRL），《业余无线电手册》,美国《CQ》杂志，《WAZ 奖状规则》
LY0200,2.1.1,MC1-0234,ITU 的区域划分有一套详尽规则。若概要描述则大致为：,C,欧洲、俄罗斯亚洲部分、蒙古及部分西北亚国家为一区，亚洲（除俄罗斯、蒙古和部分西北亚洲国家）和大洋洲为二区，南北美洲为三区，,南北美洲为一区，亚洲（除俄罗斯、蒙古和部分西北亚洲国家）和大洋洲为二区，欧洲、俄罗斯亚洲部分、蒙古及部分西北亚国家为三区,欧洲、俄罗斯亚洲部分、蒙古及部分西北亚国家为一区，南北美洲为二区，亚洲（除俄罗斯、蒙古和部分西北亚洲国家）和大洋洲为三区,南北美洲为一区，欧洲、俄罗斯亚洲部分、蒙古及部分西北亚国家为二区，亚洲（除俄罗斯、蒙古和部分西北亚洲国家）和大洋洲为三区
LX,2.1.2,MC1-0235,业余无线电频率划分在 ITU 的 3 个无线电管理分区中略有不同。ITU 三区的 40 米业余波段为：,A,7.000-7.200MHz,7.000-7.200MHz 专用，7.200-7.300MHz 共用,7.000-7.100MHz 专用，7.100-7.300MHz 共用,7.000-7.300MHz
LX,2.1.2,MC1-0236,2 米波段的话音联络通常位于 144.035-145.800MHz。这也是 IARU 第 3 区波段规划中的一个多模式共用细分频段。假设一部业余电台正以 FM 方式在该频段参与通联，发射带宽小于20kHz 并且频率容限优于±2kHz，则该台的主载波设置范围可以是：,B,从 144.047MHz 至 145.812MHz,从 144.047MHz 至 145.788MHz,从 144.023MHz 至 145.788MHz,从 144.023MHz 至 145.812MHz
LX,2.1.2,MC1-0237,2 米波段的话音联络通常位于 144.035-145.800MHz。这也是 IARU 第 3 区波段规划中的一个多模式共用细分频段。假设一部业余电台正以 USB 方式在该频段参与通联，发射带宽小于 3kHz 并且频率容限优于±2kHz，则该电台的主载波设置范围可以是：,C,从 144.030MHz 至 145.805MHz,从 144.030MHz 至 145.795MHz,从 144.037MHz 至 145.795MHz,从 144.037MHz 至 145.805MHz
LX,2.1.2,MC1-0238,在 70 厘米波段中，爱好者经常在 438-440MHz 展开话音通信。这也是 IARU 第 3 区波段规划中的一个多模式共用细分频段。假设一部业余电台正以 FM 方式在该频段参与通联，发射带宽小于 20kHz 并且频率容限优于±2kHz，则该电台的主载波设置范围可以是：,B,从 437.988MHz 至 440.012MHz,从 438.012MHz 至 439.988MHz,从 438.012MHz 至 440.012MHz,从 437.988MHz 至 439.988MHz
LX,2.1.2,MC1-0239,在 70 厘米波段中，爱好者经常在 438-440MHz 展开话音通信。这也是 IARU 第 3 区波段规划中的一个多模式共用细分频段。假设一部业余电台正以 USB 方式在该频段参与通联，发射带宽小于 3kHz 并且频率容限优于±2kHz，则该电台的主载波设置范围可以是：,C,从 437.995MHz 至 439.995MHz,从 437.995MHz 至 440.005MHz,从 438.002MHz 至 439.995MHz,从 438.002MHz 至 440.005MHz
LK1033,2.1.2,MC1-0240,10 米业余波段中留给卫星业余业务，话音及其他通信方式不应占用的频段为：,C,28.7MHz 至 28.95MHz,29.15MHz 至 29.35MHz,29.3MMz 至 29.51MHz,28.3MHz 至 28.61MHz
LK1032,2.1.2,MC1-0241,144MHz 业余频段中留给卫星业余业务，话音及其他通信方式不应占用的频段为：,D,144.8MHz 至 145MHz,144.2MHz 至 144.5MHz,145.4MHz 至 144.6MHz,145.8MHz 至 146MHz
LK1031,2.1.2,MC1-0242,430MHz 业余频段中留给卫星业余业务，话音及其他通信方式不应占用的频段为：,A,435MHz 至 438MHz,438MHz 至 439MHz,433MHz 至 435MHz,432MHz 至 434MHz
LX,2.1.5,MC1-0246,通话时，有什么方法可以让你清晰表述呼号或重要消息中的英语字母？,C,拍发莫尔斯电码,用 AI 软件朗读,用标准的字母解释法,用打比方的方法
LX,2.1.5,MC1-0247,需要拼出呼号、术语和必要的文字时，业余无线电爱好者普遍使用 ITU 语音字母表中规定的字母拼读法。呼号 BH1XYZ 可以拼读为：,A,Bravo Hotel One Xray Yankee Zulu,Four Uniform One Uniform November,Bravo Seven Charlie Romeo Alfa,Victor Romeo Two Zulu Quebec Whiskey
LX,2.1.5,MC1-0248,需要拼出呼号、术语和必要的文字时，业余无线电爱好者普遍使用 ITU 语音字母表中规定的字母拼读法。呼号 B7CRA 可以拼读为：,A,Bravo Seven Charlie Romeo Alfa,Victor Romeo Two Zulu Quebec Whiskey,Four Uniform One Uniform November,Bravo Hotel One Xray Yankee Zulu
LX,2.1.5,MC1-0249,需要拼出呼号、术语和必要的文字时，业余无线电爱好者普遍使用 ITU 语音字母表中规定的字母拼读法。呼号 4U1UN 可以拼读为：,A,Four Uniform One Uniform November,Victor Romeo Two Zulu Quebec Whiskey,Bravo Hotel One Xray Yankee Zulu,Bravo Seven Charlie Romeo Alfa
LX,2.1.5,MC1-0250,需要拼出呼号、术语和必要的文字时，业余无线电爱好者普遍使用 ITU 语音字母表中规定的字母拼读法。呼号 VR2ZQW 可以拼读为：,B,Bravo Seven Charlie Romeo Alfa,Victor Romeo Two Zulu Quebec Whiskey,Four Uniform One Uniform November,Bravo Hotel One Xray Yankee Zulu
LX,2.1.5,MC1-0251,需要拼出呼号、术语和必要的文字时，业余无线电爱好者普遍使用 ITU 语音字母表中规定的字母拼读法。呼号 BS7H 可以拼读为：,A,Bravo Sierra Seven Hotel,Three Delta Alfa Zero Foxtrot Zulu Portable Delta Lima Five Charlie Mike Papa,Juliett Alfa Two India Golf Yankee,Kilo Three Tango Romeo Xray Portable Victor Echo Six
LX,2.1.5,MC1-0252,需要拼出呼号、术语和必要的文字时，业余无线电爱好者普遍使用 ITU 语音字母表中规定的字母拼读法。呼号 JA2IGY 可以拼读为：,D,Three Delta Alfa Zero Foxtrot Zulu Portable Delta Lima Five Charlie Mike Papa,Kilo Three Tango Romeo Xray Portable Victor Echo Six,Bravo Sierra Seven Hotel,Juliett Alfa Two India Golf Yankee
LX,2.1.5,MC1-0253,需要拼出呼号、术语和必要的文字时，业余无线电爱好者普遍使用 ITU 语音字母表中规定的字母拼读法。呼号 K3TRX/VE6 可以拼读为：,C,Bravo Sierra Seven Hotel,Three Delta Alfa Zero Foxtrot Zulu Portable Delta Lima Five Charlie Mike Papa,Kilo Three Tango Romeo Xray Portable Victor Echo Six,Juliett Alfa Two India Golf Yankee
LX,2.1.5,MC1-0254,需要拼出呼号、术语和必要的文字时，业余无线电爱好者普遍使用 ITU 语音字母表中规定的字母拼读法。呼号 3DA0FZ/DL5CMP 可以拼读为：,A,Three Delta Alfa Zero Foxtrot Zulu Portable Delta Lima Five Charlie Mike Papa,Kilo Three Tango Romeo Xray Portable Victor Echo Six,Bravo Sierra Seven Hotel,Juliett Alfa Two India Golf Yankee
LY1098,2.2.1,MC1-0259,如果一部业余电台在呼叫 CQ，他的意思是：,A,非特指地呼叫任何一部国内和国外业余电台,倾向于呼叫 DX 电台，国内电台最好别回应,呼叫国内业余电台,呼叫国外业余电台
LX,2.2.1,MC1-0260,一部业余电台如何发起 CQ 呼叫？,B,呼叫“有朋友在频率上吗？”，然后报出自己的呼号。清晰起见，可对呼号进行字母拼读,呼叫 CQ 并报出己方呼号。清晰起见，可重复一两次 CQ 并对呼号进行字母拼读,说“CQ”三次，再说“standing by”一次。清晰起见，可对 CQ 进行字母拼读,说“CQ”三次，再说“请过来”一次。清晰起见，可对 CQ 进行字母拼读
LY1097,2.2.1,MC1-0261,如何回答一个 CQ 呼叫？,C,先给出信号报告再报出自己的呼号。清晰起见，可重复关键内容或进行字母拼读,说“CQ”三次再报出对方的呼号三次。清晰起见，可重复关键内容或进行字母拼读,报出对方的呼号并报出自己的呼号。清晰起见，可重复关键内容或进行字母拼读,报出自己的呼号并报出对方的呼号。清晰起见，可重复关键内容或进行字母拼读
LX,2.2.1,MC1-0262,业余电台操作员小强呼叫另一业余电台并希望与操作员小明通话的方法是：,D,说“CQ 小明”三次再报出“我是小强”。清晰起见，可对 CQ 进行字母拼读,报出自己的呼号并报出对方的呼号。建立联络后即可提出与小明通话,说“CQ 小明”三次再报出自己的呼号。清晰起见，可对呼号进行字母拼读,报出对方的呼号并报出自己的呼号。建立通信后即可提出与小明通话
LX,2.2.1,MC1-0263,业余电台建立通信后，双方应首先交换的必要信息是：,B,操作地点,信号报告,设备、设施情况,操作员名字
LX,2.2.1,MC1-0264,为什么业余电台建立通信后总是立即交换信号报告？,A,双方需要此报告来了解传播情况，安排最适合的操作,双方需要此报告来校准发射功率,决定是否放弃联络，因为低于 S5 的信号与奖状无缘,这是最基本的报务要求，不必去问，只管去执行就好
LY0323,2.2.1,MC1-0265,在现代业余无线电通信中，信号报告均采用“RST 格式”。缩语 RST 中的字母 R 代表：,A,信号的可辩度,信号的纯净度,信号的强度,Q 简语 QRK
LX,2.2.1,MC1-0266,小明和小强进行 CW 和 FM 联络，双方的收信机均指示信号强度为“5”。通报时，双方评价听抄顺畅，没有变调等信号缺陷；通话时，双方认为声音易于辩识，没有明显影响听抄的失真。此时，双方应当为 CW 和 FM 通联给出信号报告：,C,55 和 559,不必关心信号强度表的指示，给出 59 和 599 才是最好的,559 和 55,不必关心信号强度表的指示，给出 599 和 59 才是最好的
LY0235,2.2.2,MC1-0267,业余电台在发起呼叫前应先守听。但是，我们有时会因听不到通信中的某一方而误认为频率空闲。此时呼叫“CQ”有可能干扰他人联络。为尽量避免这种情况，我们可以：,C,询问“有吗？有吗？请过来。”，确认没有应答再发起呼叫,先启动呼叫再进行通信，等听到确实有电台在工作再让出频率不迟,询问“有人使用频率吗？”，确认没有应答再发起呼叫,先启动呼叫再进行通信，只要没有其他电台要求 QSY 就持续使用
LY0244,2.2.2,MC1-0268,BH1ZZZ 希望加入两个电台相互之间的联络。正确的方法是：,B,短暂发射一次“插入”或“break”。如对方无反应，可以加大功率反复尝试,在一方刚刚停止讲话时迅速发出“插入”或“break”。如得到回应，再说明“BH1ZZZ 请求插入”。待对方正式邀请后，开始正式对话,如果双方都是自己熟悉的业余电台操作员，直接讲进去便是，不必拘泥礼节,在一方正在讲话时短暂插入一次“break”，向正在收听的一方发出插入请求
